longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-1.3472785239072649,1.0376742616456152,0.9027446385335461,751.0,184.0,409.0,166.0,1.3578,147500.0,False,False,True,False
-1.3472785239072649,1.0376742616456152,1.0615819863261575,1639.0,367.0,929.0,366.0,1.7135,159800.0,False,False,True,False
-1.3472785239072649,1.0329932610441857,1.8557687252892139,2436.0,541.0,1015.0,478.0,1.725,113900.0,False,False,True,False
-1.3472785239072649,1.0329932610441857,1.8557687252892139,1688.0,337.0,853.0,325.0,2.1806,99700.0,False,False,True,False
-1.3472785239072649,1.0329932610441857,1.8557687252892139,2224.0,437.0,1006.0,422.0,2.6,132600.0,False,False,True,False
-1.3522697172905358,1.0376742616456152,0.9821633124298519,535.0,123.0,317.0,119.0,2.4038,107500.0,False,False,True,False
-1.3522697172905358,1.0376742616456152,1.617512703600297,1130.0,244.0,607.0,239.0,2.4597,93800.0,False,False,True,False
-1.3522697172905358,1.0376742616456152,1.8557687252892139,1898.0,421.0,1102.0,397.0,1.808,105500.0,False,False,True,False
-1.3522697172905358,1.0329932610441857,1.6969313774966026,2082.0,492.0,1131.0,473.0,1.6424,108900.0,False,False,True,False
-1.3522697172905358,1.0329932610441857,1.8557687252892139,729.0,160.0,395.0,155.0,1.6875,132000.0,False,False,True,False
-1.3522697172905358,1.0329932610441857,1.617512703600297,1916.0,447.0,863.0,378.0,1.9274,122300.0,False,False,True,False
-1.3522697172905358,1.0329932610441857,1.8557687252892139,2153.0,481.0,1168.0,441.0,1.9615,115200.0,False,False,True,False
-1.3472785239072649,1.0329932610441857,1.5380940297039913,1922.0,409.0,1026.0,335.0,1.7969,110400.0,False,False,True,False
-1.3472785239072649,1.028312260442753,1.617512703600297,1655.0,366.0,754.0,329.0,1.375,104900.0,False,False,True,False
-1.3472785239072649,1.028312260442753,1.7763500513929082,2665.0,574.0,1258.0,536.0,2.7303,109700.0,False,False,True,False
-1.3472785239072649,1.028312260442753,1.617512703600297,1215.0,282.0,570.0,264.0,1.4861,97200.0,False,False,True,False
-1.3472785239072649,1.028312260442753,1.5380940297039913,1798.0,432.0,987.0,374.0,1.0972,104500.0,False,False,True,False
-1.3522697172905358,1.028312260442753,1.8557687252892139,1511.0,390.0,901.0,403.0,1.4103,103900.0,False,False,True,False
-1.3422873305240008,1.028312260442753,1.8557687252892139,1470.0,330.0,689.0,309.0,3.48,191400.0,False,False,True,False
-1.3422873305240008,1.028312260442753,1.8557687252892139,2432.0,715.0,1377.0,696.0,2.5898,176000.0,False,False,True,False
-1.3422873305240008,1.028312260442753,1.8557687252892139,1665.0,419.0,946.0,395.0,2.0978,155400.0,False,False,True,False
-1.3422873305240008,1.028312260442753,1.7763500513929082,936.0,311.0,517.0,249.0,1.2852,150000.0,False,False,True,False
-1.3422873305240008,1.0329932610441857,1.617512703600297,713.0,202.0,462.0,189.0,1.025,118800.0,False,False,True,False
-1.3422873305240008,1.0329932610441857,1.8557687252892139,950.0,202.0,467.0,198.0,3.9643,188800.0,False,False,True,False
-1.3422873305240008,1.028312260442753,1.8557687252892139,1443.0,311.0,660.0,292.0,3.0125,184400.0,False,False,True,False
-1.3422873305240008,1.028312260442753,1.8557687252892139,1656.0,420.0,718.0,382.0,2.6768,182300.0,False,False,True,False
-1.3422873305240008,1.028312260442753,1.6969313774966026,1125.0,322.0,616.0,304.0,2.026,142500.0,False,False,True,False
-1.3472785239072649,1.0236312598413237,1.1410006602224632,1007.0,312.0,558.0,253.0,1.7348,137500.0,False,False,True,False
-1.3422873305240008,1.0236312598413237,0.9027446385335461,624.0,195.0,423.0,160.0,0.9506,187500.0,False,False,True,False
-1.3472785239072649,1.0236312598413237,0.9027446385335461,946.0,375.0,700.0,352.0,1.775,112500.0,False,False,True,False
-1.3472785239072649,1.0236312598413237,-0.606210165496261,896.0,453.0,735.0,438.0,0.9218,171900.0,False,False,True,False
-1.3472785239072649,1.0236312598413237,1.1410006602224632,1868.0,456.0,1061.0,407.0,1.5045,93800.0,False,False,True,False
-1.3472785239072649,1.0236312598413237,0.9821633124298519,3221.0,853.0,1959.0,720.0,1.1108,97500.0,False,False,True,False
-1.3472785239072649,1.0236312598413237,1.8557687252892139,1630.0,456.0,1162.0,400.0,1.2475,104200.0,False,False,True,False
-1.3522697172905358,1.0236312598413237,1.8557687252892139,1170.0,235.0,701.0,233.0,1.6098,87500.0,False,False,True,False
-1.3522697172905358,1.0236312598413237,1.8557687252892139,945.0,243.0,576.0,220.0,1.4113,83100.0,False,False,True,False
-1.3522697172905358,1.0236312598413237,1.8557687252892139,1238.0,288.0,622.0,259.0,1.5057,87500.0,False,False,True,False
-1.3522697172905358,1.0236312598413237,1.8557687252892139,1489.0,335.0,728.0,244.0,0.8172,85300.0,False,False,True,False
-1.3522697172905358,1.0236312598413237,1.8557687252892139,1387.0,341.0,1074.0,304.0,1.2171,80300.0,False,False,True,False
-1.3572609106738067,1.0236312598413237,-2.1151649695260684,158.0,43.0,94.0,57.0,2.5625,60000.0,False,False,True,False
-1.3572609106738067,1.028312260442753,1.8557687252892139,1121.0,211.0,554.0,187.0,3.3929,75700.0,False,False,True,False
-1.3572609106738067,1.0236312598413237,1.617512703600297,135.0,29.0,86.0,23.0,6.1183,75000.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,1.6969313774966026,760.0,190.0,377.0,122.0,0.9011,86100.0,False,False,True,False
-1.3622521040570708,1.0189502592398945,1.8557687252892139,1224.0,237.0,521.0,159.0,1.191,76100.0,False,False,True,False
-1.3622521040570708,1.0189502592398945,1.5380940297039913,828.0,182.0,392.0,133.0,2.5938,73500.0,False,False,True,False
-1.3622521040570708,1.0189502592398945,1.8557687252892139,1010.0,209.0,604.0,187.0,1.1667,78400.0,False,False,True,False
-1.3622521040570708,1.0189502592398945,1.5380940297039913,1455.0,354.0,788.0,332.0,0.8056,84400.0,False,False,True,False
-1.3572609106738067,1.0142692586384618,1.8557687252892139,1027.0,244.0,492.0,147.0,2.6094,81300.0,False,False,True,False
-1.3622521040570708,1.0189502592398945,1.8557687252892139,572.0,109.0,274.0,82.0,1.8516,85000.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,1.37925668191138,2801.0,644.0,1823.0,611.0,0.9802,129200.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,-0.20911679601473282,768.0,152.0,392.0,127.0,1.7719,82500.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,1.37925668191138,935.0,297.0,582.0,277.0,0.7286,95200.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,1.617512703600297,844.0,204.0,560.0,152.0,1.75,75000.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,1.37925668191138,12.0,4.0,18.0,7.0,0.4999,67500.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,-0.6856288393925667,835.0,161.0,290.0,133.0,2.483,137500.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,-0.9238848610814836,1237.0,462.0,762.0,439.0,0.9241,177500.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,0.5850699429483236,2914.0,562.0,1236.0,509.0,2.4464,102100.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,-0.7650475132888723,1207.0,243.0,721.0,207.0,1.1111,108300.0,False,False,True,False
-1.3572609106738067,1.0189502592398945,-0.44737281770364973,1745.0,374.0,1054.0,325.0,0.8026,112500.0,False,False,True,False
-1.3522697172905358,1.0142692586384618,0.7439072907409349,684.0,176.0,344.0,155.0,2.0114,131300.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,-0.9238848610814836,924.0,289.0,609.0,289.0,1.5,162500.0,False,False,True,False
-1.3472785239072649,1.0189502592398945,1.8557687252892139,210.0,56.0,183.0,56.0,1.1667,112500.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,1.8557687252892139,340.0,97.0,200.0,87.0,1.5208,112500.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,1.8557687252892139,386.0,164.0,346.0,155.0,0.8075,137500.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,0.505651269052018,948.0,184.0,467.0,169.0,1.8088,118800.0,False,False,True,False
-1.3522697172905358,1.0189502592398945,1.8557687252892139,773.0,143.0,377.0,115.0,2.4083,98200.0,False,False,True,False
-1.3472785239072649,1.0189502592398945,0.9027446385335461,880.0,451.0,582.0,380.0,0.977,118800.0,False,False,True,False
-1.3472785239072649,1.0189502592398945,-1.479815578355623,875.0,348.0,546.0,330.0,0.76,162500.0,False,False,True,False
-1.3472785239072649,1.0142692586384618,-1.479815578355623,105.0,42.0,125.0,39.0,0.9722,137500.0,False,False,True,False
-1.3472785239072649,1.0142692586384618,1.8557687252892139,249.0,78.0,396.0,85.0,1.2434,500001.0,False,False,True,False
-1.3472785239072649,1.0142692586384618,-1.0033035349777892,994.0,392.0,800.0,362.0,2.0938,162500.0,False,False,True,False
-1.3522697172905358,1.0142692586384618,1.8557687252892139,215.0,87.0,904.0,88.0,0.8668,137500.0,False,False,True,False
-1.3522697172905358,1.0142692586384618,1.8557687252892139,96.0,31.0,191.0,34.0,0.75,162500.0,False,False,True,False
-1.3472785239072649,1.0095882580370326,-0.12969812211842718,1055.0,347.0,718.0,302.0,2.6354,187500.0,False,False,True,False
-1.3472785239072649,1.0142692586384618,0.8233259646372405,1715.0,623.0,1327.0,467.0,1.8477,179200.0,False,False,True,False
-1.3422873305240008,1.0142692586384618,0.5850699429483236,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,False,False,True,False
-1.3422873305240008,1.0236312598413237,0.18797657346679542,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,False,False,True,False
-1.3422873305240008,1.0189502592398945,0.029139225674184116,335.0,107.0,202.0,91.0,2.0062,125000.0,False,False,True,False
-1.3422873305240008,1.0236312598413237,-0.5267914915999554,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,False,False,True,False
-1.3422873305240008,1.0236312598413237,0.6644886168446292,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,False,False,True,False
-1.33729613714073,1.0189502592398945,0.029139225674184116,4656.0,1414.0,2304.0,1250.0,2.4912,257800.0,False,False,True,False
-1.33729613714073,1.0189502592398945,-0.05027944822212153,5806.0,1603.0,2563.0,1497.0,3.2177,273400.0,False,False,True,False
-1.33729613714073,1.0189502592398945,0.8233259646372405,854.0,242.0,389.0,228.0,3.125,237500.0,False,False,True,False
-1.33729613714073,1.0189502592398945,1.8557687252892139,2155.0,701.0,895.0,613.0,2.5795,350000.0,False,False,True,False
-1.3422873305240008,1.0189502592398945,0.4262325951557123,5871.0,1914.0,2689.0,1789.0,2.8406,335700.0,False,False,True,False
-1.332304943757459,1.0236312598413237,1.8557687252892139,1509.0,225.0,674.0,244.0,4.9306,313400.0,False,False,True,False
-1.332304943757459,1.0189502592398945,1.8557687252892139,2026.0,482.0,709.0,456.0,3.2727,268500.0,False,False,True,False
-1.33729613714073,1.0189502592398945,1.8557687252892139,1758.0,460.0,686.0,422.0,3.1691,259400.0,False,False,True,False
-1.332304943757459,1.0236312598413237,1.8557687252892139,3481.0,751.0,1444.0,718.0,3.9,275700.0,False,False,True,False
-1.33729613714073,1.0236312598413237,-0.05027944822212153,3337.0,855.0,1520.0,802.0,3.9063,225000.0,False,False,True,False
-1.33729613714073,1.0236312598413237,1.8557687252892139,1424.0,289.0,550.0,253.0,5.0917,262500.0,False,False,True,False
-1.33729613714073,1.0236312598413237,0.26739524736310105,3809.0,1098.0,1806.0,1022.0,2.6429,218500.0,False,False,True,False
-1.33729613714073,1.0236312598413237,-0.20911679601473282,3959.0,1196.0,1749.0,1217.0,3.0233,255000.0,False,False,True,False
-1.33729613714073,1.028312260442753,1.8557687252892139,2376.0,559.0,939.0,519.0,3.1484,224100.0,False,False,True,False
-1.33729613714073,1.028312260442753,0.505651269052018,1613.0,428.0,675.0,422.0,3.4722,243100.0,False,False,True,False
-1.33729613714073,1.028312260442753,1.8557687252892139,1279.0,287.0,534.0,291.0,3.1429,231600.0,False,False,True,False
-1.33729613714073,1.028312260442753,-0.05027944822212153,5022.0,1750.0,2558.0,1661.0,2.4234,218500.0,False,False,True,False
-1.33729613714073,1.028312260442753,1.8557687252892139,4190.0,1105.0,1786.0,1037.0,3.0897,234100.0,False,False,True,False
-1.3273137503741952,1.0329932610441857,1.6969313774966026,2515.0,399.0,970.0,373.0,5.8596,327600.0,False,False,True,False
-1.3273137503741952,1.0329932610441857,1.4586753558076857,3175.0,454.0,1098.0,485.0,5.2868,347600.0,False,False,True,False
-1.332304943757459,1.028312260442753,0.9821633124298519,2576.0,406.0,794.0,376.0,5.956,366100.0,False,False,True,False
-1.332304943757459,1.0376742616456152,0.6644886168446292,334.0,54.0,98.0,47.0,4.9643,335000.0,False,False,True,False
-1.3273137503741952,1.0376742616456152,1.8557687252892139,2800.0,411.0,1061.0,403.0,6.3434,373600.0,False,False,True,False
-1.332304943757459,1.0329932610441857,1.8557687252892139,3529.0,574.0,1177.0,555.0,5.1773,389500.0,False,False,True,False
-1.332304943757459,1.0376742616456152,1.8557687252892139,2612.0,365.0,901.0,367.0,7.2354,391100.0,False,False,True,False
-1.322322556990924,1.0376742616456152,-0.05027944822212153,5287.0,1048.0,2031.0,956.0,5.457,337300.0,False,False,True,False
-1.322322556990924,1.0329932610441857,1.6969313774966026,2935.0,473.0,1031.0,479.0,7.5,295200.0,False,False,True,False
-1.3173313636076531,1.0329932610441857,1.2204193341187688,3424.0,597.0,1358.0,597.0,6.0194,292300.0,False,False,True,False
-1.3173313636076531,1.028312260442753,0.9027446385335461,4991.0,674.0,1616.0,654.0,7.5544,411500.0,False,False,True,False
-1.3123401702243893,1.0329932610441857,0.10855789957048975,2211.0,346.0,844.0,343.0,6.0666,311500.0,False,False,True,False
-1.3173313636076531,1.0329932610441857,0.4262325951557123,3038.0,490.0,1140.0,496.0,7.0548,325900.0,False,False,True,False
-1.3073489768411182,1.0329932610441857,-0.844466187185178,1617.0,210.0,533.0,194.0,11.6017,392600.0,False,False,True,False
-1.3123401702243893,1.0329932610441857,0.505651269052018,2865.0,460.0,1072.0,443.0,7.4882,319300.0,False,False,True,False
-1.3173313636076531,1.028312260442753,0.4262325951557123,5065.0,788.0,1627.0,766.0,6.8976,333300.0,False,False,True,False
-1.3073489768411182,1.028312260442753,-0.05027944822212153,1326.0,184.0,463.0,190.0,8.2049,335200.0,False,False,True,False
-1.3123401702243893,1.028312260442753,-0.20911679601473282,1589.0,223.0,542.0,211.0,8.401,351200.0,False,False,True,False
-1.3073489768411182,1.028312260442753,0.029139225674184116,1791.0,271.0,661.0,269.0,6.8538,368900.0,False,False,True,False
-1.3073489768411182,1.0236312598413237,0.26739524736310105,1835.0,264.0,635.0,263.0,8.317,365900.0,False,False,True,False
-1.3123401702243893,1.0236312598413237,0.6644886168446292,1229.0,181.0,420.0,176.0,7.0175,366700.0,False,False,True,False
-1.3123401702243893,1.0236312598413237,0.8233259646372405,3770.0,534.0,1265.0,500.0,6.3302,362800.0,False,False,True,False
-1.3023577834578544,1.0189502592398945,0.10855789957048975,292.0,38.0,126.0,52.0,6.3624,483300.0,False,False,True,False
-1.3173313636076531,1.0236312598413237,1.8557687252892139,2375.0,333.0,813.0,350.0,7.0549,331400.0,False,False,True,False
-1.3123401702243893,1.0189502592398945,1.2998380080150744,2964.0,436.0,1067.0,426.0,6.7851,323500.0,False,False,True,False
-1.3173313636076531,1.0142692586384618,1.6969313774966026,2833.0,605.0,1260.0,552.0,2.8929,216700.0,False,False,True,False
-1.3173313636076531,1.0142692586384618,0.7439072907409349,2254.0,535.0,951.0,487.0,3.0812,233100.0,False,False,True,False
-1.3173313636076531,1.0189502592398945,1.8557687252892139,1389.0,212.0,510.0,224.0,5.2402,296400.0,False,False,True,False
-1.322322556990924,1.0189502592398945,1.8557687252892139,1971.0,335.0,765.0,308.0,6.5217,273700.0,False,False,True,False
-1.322322556990924,1.0142692586384618,1.8557687252892139,2183.0,465.0,1129.0,460.0,3.2632,227700.0,False,False,True,False
-1.322322556990924,1.0142692586384618,1.8557687252892139,2286.0,464.0,1073.0,441.0,3.0298,199600.0,False,False,True,False
-1.322322556990924,1.0142692586384618,1.8557687252892139,2721.0,541.0,1185.0,515.0,4.5428,239800.0,False,False,True,False
-1.322322556990924,1.0189502592398945,1.8557687252892139,2024.0,339.0,756.0,340.0,4.072,270100.0,False,False,True,False
-1.322322556990924,1.0189502592398945,1.8557687252892139,2944.0,536.0,1034.0,521.0,5.3509,302100.0,False,False,True,False
-1.3273137503741952,1.0142692586384618,1.8557687252892139,2033.0,486.0,787.0,459.0,3.1603,269500.0,False,False,True,False
-1.3273137503741952,1.0189502592398945,1.8557687252892139,1433.0,229.0,612.0,213.0,4.7708,314700.0,False,False,True,False
-1.322322556990924,1.0189502592398945,1.8557687252892139,2927.0,402.0,1021.0,380.0,8.1564,390100.0,False,False,True,False
-1.3273137503741952,1.0189502592398945,1.8557687252892139,2315.0,292.0,861.0,258.0,8.8793,410300.0,False,False,True,False
-1.332304943757459,1.0189502592398945,1.8557687252892139,2485.0,313.0,953.0,327.0,6.8591,352400.0,False,False,True,False
-1.332304943757459,1.0189502592398945,1.8557687252892139,1490.0,238.0,634.0,256.0,6.0302,287300.0,False,False,True,False
-1.3273137503741952,1.0189502592398945,1.8557687252892139,2814.0,365.0,878.0,352.0,7.508,348700.0,False,False,True,False
-1.332304943757459,1.0189502592398945,1.8557687252892139,2093.0,550.0,918.0,483.0,2.7477,243800.0,False,False,True,False
-1.332304943757459,1.0142692586384618,1.8557687252892139,888.0,168.0,360.0,175.0,2.1944,211500.0,False,False,True,False
-1.33729613714073,1.0142692586384618,1.8557687252892139,2087.0,510.0,1197.0,488.0,3.0149,218400.0,False,False,True,False
-1.332304943757459,1.0189502592398945,1.8557687252892139,2513.0,502.0,1048.0,518.0,3.675,269900.0,False,False,True,False
-1.33729613714073,1.0189502592398945,1.37925668191138,3232.0,835.0,1373.0,747.0,3.225,218800.0,False,False,True,False
-1.33729613714073,1.0142692586384618,1.0615819863261575,4120.0,1065.0,1715.0,1015.0,2.9345,225000.0,False,False,True,False
-1.33729613714073,1.0142692586384618,1.1410006602224632,2364.0,792.0,1359.0,722.0,2.1429,250000.0,False,False,True,False
-1.33729613714073,1.0142692586384618,0.9821633124298519,1471.0,469.0,1062.0,413.0,1.6121,171400.0,False,False,True,False
-1.33729613714073,1.0142692586384618,0.029139225674184116,2468.0,864.0,1335.0,773.0,1.3929,193800.0,False,False,True,False
-1.332304943757459,1.0095882580370326,-0.12969812211842718,1632.0,492.0,1171.0,429.0,2.3173,125000.0,False,False,True,False
-1.33729613714073,1.0095882580370326,1.2998380080150744,1786.0,526.0,1475.0,460.0,1.7772,97500.0,False,False,True,False
-1.33729613714073,1.0095882580370326,1.6969313774966026,629.0,188.0,742.0,196.0,2.6458,125000.0,False,False,True,False
-1.33729613714073,1.0095882580370326,1.8557687252892139,1339.0,391.0,1086.0,363.0,2.181,138800.0,False,False,True,False
-1.33729613714073,1.0142692586384618,0.5850699429483236,1678.0,606.0,1645.0,543.0,2.2303,116700.0,False,False,True,False
-1.33729613714073,1.0142692586384618,1.1410006602224632,2344.0,647.0,1710.0,644.0,1.6504,151800.0,False,False,True,False
-1.332304943757459,1.0142692586384618,1.8557687252892139,996.0,228.0,731.0,228.0,2.2697,127000.0,False,False,True,False
-1.332304943757459,1.0142692586384618,1.8557687252892139,1591.0,373.0,1118.0,347.0,2.1563,128600.0,False,False,True,False
-1.332304943757459,1.0142692586384618,1.8557687252892139,1586.0,398.0,1006.0,335.0,2.1348,140600.0,False,False,True,False
-1.332304943757459,1.0142692586384618,1.4586753558076857,2046.0,588.0,1213.0,554.0,2.6292,182700.0,False,False,True,False
-1.3273137503741952,1.0142692586384618,1.8557687252892139,1192.0,289.0,772.0,257.0,2.3833,146900.0,False,False,True,False
-1.332304943757459,1.0142692586384618,1.8557687252892139,1803.0,420.0,1321.0,401.0,2.957,122800.0,False,False,True,False
-1.332304943757459,1.0142692586384618,1.617512703600297,2838.0,749.0,1487.0,677.0,2.5238,169300.0,False,False,True,False
-1.3273137503741952,1.0142692586384618,1.8557687252892139,783.0,184.0,488.0,186.0,1.9375,126600.0,False,False,True,False
-1.3273137503741952,1.0142692586384618,1.7763500513929082,1590.0,414.0,949.0,392.0,1.9028,127900.0,False,False,True,False
-1.3273137503741952,1.0142692586384618,1.6969313774966026,1746.0,480.0,1149.0,415.0,2.25,123500.0,False,False,True,False
-1.3273137503741952,1.0142692586384618,1.8557687252892139,1252.0,299.0,844.0,280.0,2.3929,111900.0,False,False,True,False
-1.3273137503741952,1.0095882580370326,1.1410006602224632,5963.0,1344.0,4367.0,1231.0,2.1917,112800.0,False,False,True,False
-1.3273137503741952,1.0095882580370326,1.8557687252892139,1783.0,395.0,1659.0,412.0,2.9357,107900.0,False,False,True,False
-1.3273137503741952,1.0095882580370326,0.10855789957048975,999.0,264.0,1011.0,263.0,1.8854,137500.0,False,False,True,False
-1.332304943757459,1.0095882580370326,0.8233259646372405,1469.0,431.0,1464.0,389.0,2.1638,105500.0,False,False,True,False
-1.332304943757459,1.0095882580370326,1.4586753558076857,1372.0,395.0,1237.0,303.0,2.125,95500.0,False,False,True,False
-1.332304943757459,1.0095882580370326,1.8557687252892139,674.0,180.0,647.0,168.0,3.375,116100.0,False,False,True,False
-1.332304943757459,1.0095882580370326,1.1410006602224632,1626.0,376.0,1284.0,357.0,2.2542,112200.0,False,False,True,False
-1.33729613714073,1.0095882580370326,1.7763500513929082,175.0,43.0,228.0,55.0,2.1,75000.0,False,False,True,False
-1.33729613714073,1.0095882580370326,0.8233259646372405,461.0,129.0,381.0,123.0,1.6,112500.0,False,False,True,False
-1.33729613714073,1.0095882580370326,1.8557687252892139,902.0,237.0,846.0,227.0,3.625,125000.0,False,False,True,False
-1.3422873305240008,1.0142692586384618,-0.6856288393925667,2373.0,779.0,1659.0,676.0,1.6929,115000.0,False,False,True,False
-1.322322556990924,1.0002262568341738,1.8557687252892139,391.0,128.0,520.0,138.0,1.6471,95000.0,False,False,True,False
-1.322322556990924,1.0002262568341738,1.8557687252892139,1137.0,301.0,866.0,259.0,2.59,96400.0,False,False,True,False
-1.3273137503741952,1.0002262568341738,1.8557687252892139,769.0,206.0,612.0,183.0,2.57,72000.0,False,False,True,False
-1.3273137503741952,1.004907257435603,1.8557687252892139,472.0,146.0,415.0,126.0,2.6429,71300.0,False,False,True,False
-1.3273137503741952,1.004907257435603,1.8557687252892139,862.0,215.0,994.0,213.0,3.0257,80800.0,False,False,True,False
-1.322322556990924,1.004907257435603,1.6969313774966026,1920.0,530.0,1525.0,477.0,1.4886,128800.0,False,False,True,False
-1.3273137503741952,1.004907257435603,1.1410006602224632,1420.0,472.0,1506.0,438.0,1.9338,112500.0,False,False,True,False
-1.3273137503741952,1.004907257435603,1.8557687252892139,986.0,258.0,1008.0,255.0,1.4844,119400.0,False,False,True,False
-1.3273137503741952,1.004907257435603,1.2204193341187688,2340.0,825.0,2813.0,751.0,1.6009,118100.0,False,False,True,False
-1.3273137503741952,1.0095882580370326,1.5380940297039913,1696.0,396.0,1481.0,343.0,2.0375,122500.0,False,False,True,False
-1.3273137503741952,1.0095882580370326,1.617512703600297,1175.0,217.0,859.0,219.0,2.293,106300.0,False,False,True,False
-1.322322556990924,1.0095882580370326,0.6644886168446292,2343.0,574.0,1608.0,523.0,2.1494,132500.0,False,False,True,False
-1.3273137503741952,1.0095882580370326,0.10855789957048975,610.0,145.0,425.0,140.0,1.6198,122700.0,False,False,True,False
-1.3273137503741952,1.0095882580370326,0.9027446385335461,930.0,199.0,564.0,184.0,1.3281,113300.0,False,False,True,False
-1.322322556990924,1.0095882580370326,1.2204193341187688,1487.0,314.0,961.0,272.0,3.5156,109500.0,False,False,True,False
-1.322322556990924,1.0095882580370326,1.8557687252892139,3424.0,690.0,2273.0,685.0,3.9048,164700.0,False,False,True,False
-1.3173313636076531,1.0095882580370326,1.8557687252892139,762.0,190.0,600.0,195.0,3.0893,125000.0,False,False,True,False
-1.322322556990924,1.0095882580370326,1.37925668191138,2366.0,575.0,1647.0,527.0,2.6042,124700.0,False,False,True,False
-1.322322556990924,1.0095882580370326,1.617512703600297,1826.0,450.0,1201.0,424.0,2.5,136700.0,False,False,True,False
-1.322322556990924,1.0095882580370326,0.7439072907409349,3049.0,711.0,2167.0,659.0,2.7969,141700.0,False,False,True,False
-1.3123401702243893,1.0095882580370326,0.029139225674184116,1640.0,376.0,939.0,340.0,2.8321,150000.0,False,False,True,False
-1.3173313636076531,1.0095882580370326,1.4586753558076857,1543.0,307.0,859.0,292.0,2.9583,138800.0,False,False,True,False
-1.3173313636076531,1.0095882580370326,0.4262325951557123,2364.0,557.0,1517.0,516.0,2.8365,139200.0,False,False,True,False
-1.3173313636076531,1.0095882580370326,0.505651269052018,1745.0,409.0,1143.0,386.0,2.875,143800.0,False,False,True,False
